Timestamp,In Game Name,Discord or Facebook Name,Friend Code Only (Copy/Paste from in game),What areas do you primarily play in?,Team
8/24/2018 20:34:53,Obisbo99,Obisbo99,5115 1735 8371,Middleton,Instinct
6/30/2018 22:49:40,ObsidianSonic13,gsfisher13,1665 6714 4273,"Mad Near West, Fitchburg, Oregon, Verona",Valor
9/5/2018 18:57:26,Oddishpie,Imouto,1867 4971 0104,Mad Campus,Valor
8/25/2018 13:58:30,Ogies20,Ogies20,3444 5327 1638,"Mad Near East, Mad North East",Mystic
8/20/2018 18:32:17,ohdamnthereiam,damnthereiam,1311 5395 1498,"Mad Isthmus, Lake Mills",Mystic
7/5/2018 23:09:40,Ohmelete,Tempust,9743 3698 9192,"DeForest / Windsor, Downtown Madison",Mystic
7/30/2018 18:32:52,Omaretp27,Titoox#9262,6217 8067 9607,Verona,Valor
6/26/2018 20:14:34,OneiricRaiden,Masta_Oneiric,8277 2967 4804,Appleton,Instinct
8/7/2018 13:43:40,OneMinerDetail,OneMinerDetail,4637 5903 8217,"Mad Isthmus, Mad Far East, Mad Near East, Mad South, Mad Far West, Mad Near West, Cottage Grove, Fitchburg, McFarland, Middleton, Monona, Oregon, Sun Prairie, Verona",Valor
1/5/2019 7:28:08,OneMinerDetail,1MinerDetail,4637 5903 8217,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Mad South, Mad Far West, Mad Near West, Cottage Grove, Fitchburg, McFarland, Middleton, Monona, Oregon, Sun Prairie, Verona",Valor
6/27/2018 11:58:02,OneUglyKing,OneUglyFool,624701930498,"Mad Far East, Mad Near East",Valor
9/16/2018 12:35:39,OnlyLel,lel#9661,6245 5193 6502,"Mad Far West, Mad Near West, Middleton, Mt. Horeb",Instinct
1/6/2019 14:07:07,OoedIToO,OoedIToO,399686386947,"Mad Campus, Mad Near West",Mystic
1/13/2019 20:25:07,OoedIToO,OoedIToO,3996 8638 6947,"Mad Campus, Mad Near West",Mystic
12/19/2018 8:46:05,Ophelidium,Marcus Hu,6627 7928 1100,Mad Campus,Valor
12/9/2018 22:46:05,OreoPandaLover,Curt Kaiser,5754 7752 0341,"Mad South, Mad Far West, Mad Near West, Fitchburg, Monona, Mt. Horeb, Oregon, Verona, Monroe ",Mystic
4/3/2019 11:36:00,OriginalWill,Daedaliss#7387,5053 9559 3730,"Mad Campus, Mad Near West",Valor
11/3/2018 10:53:21,P00Ncamanda,Randall,968638096583,"Mad Far West, Mad Near West",Mystic
7/13/2018 12:55:58,P1x13st1ck,Brittany Coffen,6781 4718 8507,"Mad Campus, Mad Isthmus, Mad Near East",Valor
8/21/2018 14:07:53,Packer747,Packer747,9246 2862 6700,"Mad Campus, Mad Isthmus, Mad Far West, Fitchburg",Mystic
10/20/2018 15:08:48,Pandemic87,Pandemic87,7188 7808 4777,Mad Isthmus,Mystic
8/21/2018 9:51:02,PanicAtUW,PanicAtUW#9492,3975 2904 0407,Mad Campus,Valor
8/31/2018 8:11:18,Papanad472,Papanad,2241 7607 5603,"Mad Far West, Mad Near West",Instinct
7/15/2018 12:00:32,papermarq,papermarq,6410 3253 0884,"Mad Near West, Fitchburg, Middleton, Verona",Instinct
6/28/2018 15:44:50,PastyPasta69,Tenji#2251,2028 3849 9153,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad North, Mad South, Mad Far West, Mad Near West, Sun Prairie",Valor
7/22/2018 10:55:45,PeaceEwok899,RealEwokPilot,8124 6633 9197,"Mad Near West, Middleton, Verona",Valor
9/16/2018 16:45:04,PegasusRose99,Tina Marie Maes,9624 2780 9517,"Mad Isthmus, Mad North East, Mad North",Mystic
9/25/2018 19:43:28,PenelopeLP,Timtam,2116904361,"Mad Isthmus, Middleton, Sun Prairie",Mystic
8/24/2018 9:33:01,Pennkirk,Pennkirk,5126 8920 1506,"Mad Campus, Mad Isthmus, Mad Near West",Instinct
6/30/2018 11:27:45,Pflefkab,Disturbedink,4722 2081 3315,"Mad Far West, Mad Near West, Middleton",Mystic
8/24/2018 10:22:04,pgzhou,bacon,6612 8240 2065,Mad Campus,Mystic
11/13/2018 16:53:35,Pheanor123,jr123456,4680 8314 0380,Mad Campus,Valor
6/26/2018 17:41:55,Picklez132,Brandon,0985 7661 6666,"Mad Campus, Mad Isthmus",Mystic
6/26/2018 18:51:34,PikachuDesmond,Brianna Johnson,8916 2520 3652,Sun Prairie,Instinct
11/1/2018 9:41:43,Pikakid14,Mookiecoco98,6998 5472 4880,Fitchburg,Valor
8/21/2018 12:07:22,PlasticEmerald,PlasticEmerald,488188081222,"Mad Campus, Mad Isthmus",Valor
6/26/2018 17:31:13,Pmunser40,Facebook Paul,7159 5779 9394,Cambridge ,Instinct
8/1/2018 13:36:31,Podokasaur,AshWilliams,2066 9991 4748,"Mad Isthmus, Mad Far West",Valor
7/26/2018 17:44:06,pokemister608,Tommy Dao,9921 7567 2268,"Mad Far West, Middleton",Valor
9/12/2018 18:18:29,PokeMom3Kidlets,PokeMom3Kidlets,229457835788,Mad Near West,Valor
6/26/2018 16:18:33,Pokeraidman34 ,Crazyloco33(pokeraidman34),2468 5046 1077 ,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Mad South, Mad Far West, Mad Near West",Valor
4/3/2019 18:13:36,Polychromatik,Polychromatik,5174 6333 0860,"Mad Campus, Mad South",Instinct
11/11/2018 12:09:39,Poopsiepip,Poopsiepip,5013 1985 8638,"DeForest / Windsor, Waunakee",Valor
7/13/2018 20:25:40,PoopsiepipJR,PoopsiepipJR,6033 2704 3596,"Fitchburg, Stoughton, Belleville",Mystic
11/13/2018 17:31:42,PoppaB55,PoppaB55 ,7015 2568 5931,"Fitchburg, Verona",Valor
9/12/2018 9:01:57,princer78,princer78,0832 2573 0835,"Mad Campus, Mad Far West, Mad Near West",Mystic
6/27/2018 7:50:20,PriscilaWilcox,Priscila Wilcox,7446 4235 6009,"DeForest / Windsor, Fitchburg, Verona, Waunakee",Valor
7/16/2018 6:02:07,PRN4eva,PRN4eva,3457 2627 9138,"Mad Campus, Janesville, Oregon, Evansville",Instinct
6/29/2018 17:11:09,ProPain1,Wiscon316,3558 9532 6337,"Mad Campus, Mad Isthmus, Mad Near East, Mad South, Mad Far West, Mad Near West, Middleton",Mystic
12/22/2018 7:53:02,PruneZilla,Matty P,388650710297,"Mad Campus, Mad Isthmus, Epic, Waunakee",Instinct
10/22/2018 23:21:48,PsyduckSucc,SuccFish,1853-4314-6448,Mad Far West,Mystic
6/28/2018 16:54:10,PurpleReign5020,PurpleReign5020,1457 9471 0387,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Monona",Instinct
10/22/2018 4:09:32,RachelPOKEMON,Rachel.M,0066 2418 1732,"Mad Campus, Mad Isthmus",Mystic
8/31/2018 7:29:30,Radeen49,dillpickels,137017812464,"Mad Campus, Mad Isthmus, Mad Far West, Mad Near West, Fitchburg, Middleton, Verona",Valor
8/29/2018 19:18:24,Raininhaymakers,Raininhaymakers,0399 0179 6482,Dodgeville,Valor
10/9/2018 18:06:47,RapidAdvance,Travis,9428 9384 7721,"Mad Campus, Mad Isthmus, Mad Far West, Epic, Middleton, Mt. Horeb, Verona",Instinct
6/27/2018 9:07:24,RatMomLlama,Lee Smith,0387 8618 1912,"Mad Isthmus, Mad Far West, Mad Near West, Fitchburg, Middleton",Mystic
1/26/2019 10:01:23,Rayoclay,Rayoclay,8161 2976 3481,Mad Campus,Mystic
7/23/2018 20:30:04,RazzBaryManilow,RazzBaryManilow,2023 1417 0436,"Mad Far East, Mad Near East, Monona",Valor
8/24/2018 6:45:16,RazzyLamb,Bchbuminwi,6653 1959 5002,"Middleton, Sun Prairie",Mystic
8/14/2018 8:10:36,rcarez,CercaTrova,3249 4501 7486,"Mad Far West, Mad Near West, Fitchburg",Valor
11/25/2018 4:56:14,RealWICheese,Michael Hammel,6525 2975 3840,Monroe WI,Mystic
8/26/2018 13:57:12,Redcomrad3,Redcomrad3,7129 2789 2595,"Mad Campus, Mad Isthmus",Valor
9/16/2018 11:16:37,redcomrad3,redcomrad3,7129 2789 2595,"Mad Campus, Mad Isthmus",Valor
12/18/2018 22:50:54,Redmeijun,Redmeijun,7792 2721 3856,Mad Campus,Mystic
8/23/2018 19:17:30,RedRunnersGO,RedRunnersGO,9147 4785 6457,"Mad Far East, Mad Near East",Valor
9/10/2018 13:58:28,Redspottedpanda,Redspottedpanda,195673553785,"Mad Campus, Mad Isthmus, Mad Far West, Mad Near West, Verona",Mystic
8/22/2018 23:57:45,RedYoungster,RedYoungster/ Anthony ,8266 0264 0558,"Mad Campus, Mad Near West",Valor
3/29/2019 13:25:15,Reignfyre,Ron roby#7092,3949 7370 0920,"Mad Far West, Mad Near West, Fitchburg, Middleton",Mystic
8/23/2018 18:35:03,Repreprepola ,Repreprepola ,1156 6030 7024,"Mad Isthmus, Epic",Valor
3/9/2019 12:13:20,RetroLancer5,RetroLancer5#8328,2280 6810 9987,Stoughton,Valor
9/13/2018 20:45:40,RhinoTrain,Rhinotrain,7143 8302 9364,Mad Far West,Mystic
6/27/2018 19:38:47,Ribsinbacon,Ribsinbacon,7361 1016 7374,"Mad South, Middleton, Sun Prairie, Theme parks during summer",Mystic
10/6/2018 10:16:42,RiceHeroez,RiceHeroez,6395 9241 7063,Mad Campus,Valor
3/15/2019 8:08:54,Richard,KingChipAhoy ,8805 2297 5263,Mad Far East,Mystic
7/17/2018 22:47:22,rjfriday06,rjfriday06 ,7951 2365 9893,Mad Campus,Valor
11/22/2018 16:49:25,Robbievzjapan,Robbievzjapan,1692 0155 3877,Mad Campus,Mystic
7/2/2018 6:58:05,RobertTDunn,HammeredGorgon,9256 0676 3891,"Mad Campus, Mad Isthmus",Instinct
6/27/2018 21:54:57,Robl2000,Not on,551789174973,"Mad Isthmus, Mad North",Instinct
6/27/2018 11:22:40,RobTheBelll,Rob TheBell,3136-9201-2822,"Mad Campus, Mad Far East, Mad Near East, Fitchburg, Sun Prairie",Instinct
8/6/2018 22:37:24,rolypolyglot,Rebecca Beyer,0854 7142 5709,Mad Far East,Instinct
6/26/2018 14:46:10,Ron0c,Ronoc,283195120290,"Mad Campus, Monona",Mystic
8/22/2018 18:39:27,Rooble,@Rooble,4152 3628 6152,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East",Instinct
8/26/2018 1:12:05,Rooble,Rob Myatt,4152 3628 6152,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Monona",Instinct
9/14/2018 9:57:53,Runb4its2late,Runb4its2late,716022782040,"Mad Campus, Mad Near East, Mad South, Fitchburg",Mystic
8/7/2018 11:17:28,RurikFire,RurikFire,687797576474,"Middleton, Amfam",Mystic
10/30/2018 6:59:01,Ryan53711,rbowers,2244 7644 7363,,Mystic
8/26/2018 10:25:09,Rytyguy,0__0,9972 0897 0032,"Mad Campus, Mad Isthmus, Mad Near West",Instinct
12/3/2018 9:48:36,SaltiniTheGreat,Saltini The Great,0705 5338 6492,Milwaukee County,Mystic
8/20/2018 19:27:37,Sammilee5114,Samantha Morgan,0316 7206 8722,Pinedale ,Valor
7/5/2018 16:20:39,Sammyflower,Sammyflower,2046 8372 1645,Sun Prairie,Mystic
12/29/2018 14:23:02,Sammyflower,Sammyflower or Sammy Margason-Sachse,204683721645,"Mad Campus, Mad Far East, Mad Near East, Sun Prairie",Mystic
9/26/2018 12:05:51,Samuel1999999,Lanky Loremaster,0315 6340 7290,Mad Campus,Instinct
9/22/2018 14:33:49,Samuraijack,Samurai jack,5400 9169 7378,"Mad Far East, Mad Near East",Mystic
11/2/2018 14:19:00,samurairenj,samurairenj,694819537065,"Mad Isthmus, Mad Near West, Sun Prairie",Mystic
6/26/2018 18:57:16,sarahthelizabet,sarahelizabeth / Sarah Elizabeth ,2147 3773 2340,"Mad South, Mad Near West, Fitchburg, Monona",Mystic
3/15/2019 8:46:39,SaraMarinara83,Sara James,8410 9685 1698,Fitchburg,Instinct
3/15/2019 8:47:24,SaraMarinara83,Sara James,8410 9685 1698,Fitchburg,Instinct
6/26/2018 14:43:13,SarcanisLupus,Lupus (Sab),6330 6420 0273,"Mad Far East, Mad Near East, Mad North East, Sun Prairie",Mystic
8/21/2018 17:46:17,sastrugiak,sastrugiak,9496 0935 8378,Mad Near West,Instinct
9/16/2018 8:33:44,Sastrugiak ,Sastrugiak ,9496 0935 8378,"Mad Far West, Mad Near West",Instinct
7/3/2018 8:30:08,Saya1993,Bandit01,0398 4796 4704,"Mad Far East, Mad Near East, Mad North East, Mad North, DeForest / Windsor, Sun Prairie, Waunakee",Mystic
1/13/2019 8:43:27,ScarKairi,ScarKairi,782209416108,"Mad Far East, Mad Near East, Monona",Valor
8/28/2018 15:28:49,Scepter91,Scepter7,363913625990,"Fitchburg, Verona",Mystic
1/20/2019 14:17:21,Schmidlii,Alex Schmidli,9652 9828 3486,"Mad Campus, Mad Isthmus, Mad North, Mad South, Deerfield",Instinct
7/18/2018 23:36:52,Schofferhoffer21,Nether__void,5727 9840 9481,"Middleton, Waunakee",Instinct
2/15/2019 11:13:48,ScytherManiac,TJ Peterson,6039 4888 7212,"Mad Campus, Mad Isthmus, Mad Near West, Fitchburg, Sun Prairie",Mystic
6/26/2018 14:52:11,SeanBishop,SeanB#2679,535428327021,"Mad Campus, Mad Isthmus, Mad Near East",Mystic
7/1/2018 8:42:34,Septimus255,Septimus255,1035 6675 8328,"Mad Campus, Mad Far West, Mad Near West, Middleton",Instinct
8/16/2018 20:45:29,SgtPepies,SgtPepies,5416 7600 4349,Verona,Instinct
7/30/2018 16:17:50,ShadowBuster94,JoshMagicKardz,4214 8869 5411,"Mad Campus, Mad Far West, Mad Near West, Middleton",Valor
6/29/2018 12:49:23,Shariebaby,Shariebaby,3260 8272 8257,"Mad Far West, Mad Near West, Monona",Mystic
9/29/2018 17:21:49,Shelohaim,Schmendrick,8549 7440 1840,"Mad Campus, Mad Isthmus, Mad Near East, Mad Near West, Epic",Mystic
6/29/2018 18:32:49,Shortgiraffe1,Shortgiraffe1,1182 7774 0649,"Mad Campus, Mad Near West",Valor
9/8/2018 20:36:56,Sifsix,raptress,4674 5270 6037,"Mad Campus, Mad Far West",Mystic
8/29/2018 18:12:45,Sirbeth44,Sirbeth44,9472 9404 3811,"Mad Campus, Mad Isthmus, Mad Near West",Instinct
1/26/2019 15:02:12,SIRGRUBES,SPTrainer,269844096656,Sun Prairie,Instinct
8/28/2018 13:03:48,Sketchylazers,Sketchylazers,9612 4472 9207,"Mad Far West, Mad Near West",Instinct
10/26/2018 19:52:04,Skowse,Skowse,4057 4424 6393,Mad Far East,Valor
6/28/2018 12:01:15,Slavina86,slavo,2883 3234 1102,"Mad Far East, Monona",Instinct
4/15/2019 0:31:06,SmellyOliphant,Vilay Khamphoumy,8356 8865 8192,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad North, Mad South, DeForest / Windsor, Sun Prairie",Mystic
12/28/2018 15:47:22,SmithyRyGuy,Herecomeshalloween,6713 9095 8768,"Mad Isthmus, Mad Far East, Mad Near East, Fitchburg, Monona, Sun Prairie",Valor
9/3/2018 20:58:57,smpbadger,smpbadger,9397 0188 3395,"Mad Campus, Mad Isthmus, Mad Far West, Middleton, Verona",Mystic
6/27/2018 2:28:21,Snowguy94,Austin doll,743131792396,Mad Campus,Mystic
1/11/2019 12:34:36,sofikira,Brightlady_wit,6957 4690 9819,"Mad Far West, Mad Near West, Epic, Fitchburg, Verona",Instinct
8/3/2018 21:33:02,Sokalsan,Sokalsan,8709 3492 7145,"Mad Near West, Epic, Middleton, Verona",Mystic
8/21/2018 14:50:00,solidparallel,solidparallel,474831341828,"Epic, Fitchburg",Mystic
7/4/2018 11:40:07,Someonecomputer,Someonecomputer,7475 8994 6267,"Mad Campus, Mad North East",Mystic
8/23/2018 16:27:20,SoongKit,PolyOzymandias,3677 0508 4762,Mad Campus,Mystic
9/10/2018 18:00:03,spinelli39,spinelli39,4742 7308 4108,"Mad Campus, Mad South, Mad Near West",Mystic
9/16/2018 9:35:23,SqueakyToy1,Azraeuz ,904044179475,"Mad Far West, Mad Near West, Fitchburg, Middleton",Mystic
9/22/2018 15:34:34,Squirkychu,Ptereliak ,9818 4782 9243,Mad Near West,Instinct
6/27/2018 3:39:42,srchhan,Saodie,8906 6358 3691,"Mad Campus, Mad Isthmus, Mad South, Mad Near West, Fitchburg, Monona",Valor
9/13/2018 16:31:05,Stafoo,Stafoo #1532,52826624131,"Mad Campus, Mad Isthmus, Mad Far West, Mad Near West, Middleton",Mystic
11/19/2018 10:48:39,Starofdavid11,Starofdavid11,1209 4956 5292,"Mad Far West, Mad Near West, Middleton",Mystic
11/24/2018 11:16:44,Starzcatz18,Starzcatz18,3358 9264 5528,"Mad South, Mad Far West, Mad Near West, Fitchburg, Edgewood College campus",Instinct
9/2/2018 14:00:27,Steegc456,tsunpr,4497 9388 7066,Sun Prairie,Mystic
6/28/2018 12:53:07,SteelBlades5,Ulrich82,5352 1906 8655,"Epic, Waunakee",Mystic
8/23/2018 21:08:51,Steelninja00,Steelninja,0290 6283 6452,Stoughton,Mystic
6/26/2018 20:12:18,Sterky3409,Sterky,5313 9273 4452,"Mad Campus, Mad Far East, Mad Near East, McFarland, Sun Prairie",Mystic
6/27/2018 21:27:27,StevenLeigh,Stevie,449589552,"Mad North East, Mad Far West, Sun Prairie",Valor
1/5/2019 14:53:01,Stifftugboat,Blackhatguy ,3044 2108 2275,"Mad Isthmus, Mad Far West, Verona",Valor
7/13/2018 12:56:03,Streicherx,streicherx,86588406752,"Mad Campus, Mad Isthmus, Mad Near East, Mad North, Mad Near West",Instinct
9/19/2018 21:50:19,SuhhhhDuhhhh,kkastorff,3320 4266 3271,"Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad South, Mad Far West, Mad Near West, Cottage Grove, McFarland, Middleton, Monona",Mystic
8/30/2018 19:53:32,Swishemon,Swishemon,0340 3853 4964,"Mad Far East, Mad Near East, Sun Prairie",Mystic
7/2/2018 17:15:48,SydneyGiff,Sydney Gifford,0392 4318 8875,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Mad Far West, Mad Near West, Middleton, Sun Prairie",Mystic
8/23/2018 9:31:00,SyriusAntares,R3dD34th,7716 5681 0417,"Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad North",Mystic
7/2/2018 14:00:46,T3moc88,Omar Anguiano Palacios,486772879130,"Mad Far East, Mad Near East",Valor
10/10/2018 16:57:30,taintlord123,CaptainKuntz,1248 5405 2198,Stoughton,Instinct
8/21/2018 20:45:46,tallsmool,tallsmool,5152 3116 2221,Mad Isthmus,Valor
8/23/2018 12:04:38,Tankmonster24 ,tankmonster24 ,0197 1995 6193,Mad Campus,Valor
10/31/2018 16:37:19,Tazz21tazzer ,Tazz21tazzer ,3065 7483 1730,"Mad Campus, Mad Near East, Cottage Grove, Fitchburg, McFarland, Monona, Sun Prairie",Instinct
7/1/2018 22:52:25,TDizzleDrizzle,TDizzle,142846640065,"Mad Far West, Fitchburg, Middleton",Mystic
11/24/2018 1:29:52,Technogoing,Len Lindsay,0268 3942 5244,"Mad Far East, Monona",Mystic
6/28/2018 8:51:41,Tedmonlee,bobdaferret6,2171 1002 3841,"Epic, Fitchburg, Verona",Instinct
3/7/2019 23:11:25,TeenuhWin,TeenuhWin,0131 3306 2084,"Mad Campus, Mad Near West, Middleton, Waunakee",Valor
6/28/2018 15:22:46,TenTenBen,TenTenBen,0796 4011 4132,"Mad Campus, Mad Isthmus, Mad Near East, Mad North East, Mad North",Instinct
9/19/2018 18:28:44,TenTheBestTen,Ten,614037359214,"Mad Near East, Mad North",Valor
2/28/2019 23:56:10,Termyy,Termy,935960563539,"Mad Campus, Mad Isthmus, Sun Prairie",Instinct
11/24/2018 5:42:41,thartfuldodgr,thartfuldodgr,8440 6981 1473,Monona,Mystic
3/28/2019 6:13:13,thatethankid1,thatethankid1,8783 5088 4555,"Mad Campus, Mad Far West, Mad Near West, Middleton",Instinct
9/27/2018 23:13:12,ThatRusher,TheRusher,809812499280,"Mad Campus, Mad Near West",Mystic
7/4/2018 10:55:23,thebookpolice,Kyle Nabilcy,8086 7383 1776,"Mad Isthmus, Mad Far East, Mad Near East, Fitchburg, Oregon",Instinct
9/15/2018 2:39:21,TheCultLeader,Miles Alexander Perrine,9833 2211 9285,"Mad Isthmus, Mad Near East, Cottage Grove, Janesville, Sun Prairie",Instinct
12/28/2018 15:03:05,TheEmilyS,EmmiTem,3429 9309 3226,Mad Campus,Instinct
6/27/2018 23:04:36,TheGottMan,TheGottMan,5202 7514 3298,"Mad Far West, Mad Near West, Middleton",Instinct
8/16/2018 0:53:49,Theninghtninja,blackarchosx,4255 9284 9380,"Mad Campus, Mad Isthmus, Mad North",Valor
8/13/2018 4:26:36,THExSADxPANDA,THExSADxPANDA,6105 5082 0242,Mad Isthmus,Valor
11/15/2018 20:52:40,Thunderbeetle ,LeopardGex,3398 8852 8393!,"Mad Far West, Mad Near West",Mystic
10/12/2018 19:08:57,thundermuse,thundermuse,5927 9392 7066,"Mad Far West, Mad Near West, Middleton",Mystic
9/26/2018 2:18:27,TiggerTehTiger,TiggerTehTiger,5343 6466 8332,"Mad Campus, Mad Isthmus, Waunakee",Valor
9/5/2018 20:02:50,Tiicklebear,Tiicklebear,1504 8075 8766,"Mad Far West, Mad Near West, Fitchburg",Mystic
7/21/2018 11:53:13,Tilly001,Abrakadaver,5687 5959 1769,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East",Valor
10/9/2018 8:31:46,Timmers88,Timmers88,8698 1487 3775,Sun Prairie,Mystic
9/27/2018 10:51:17,Tina,Ike,7180 5684 0532,"Mad Far West, Fitchburg",Mystic
8/3/2018 10:24:09,TMBGamer11,tmbraun13,8027 2329 9967,"Mad Campus, Mad Far West, Mad Near West, Middleton",Instinct
7/5/2018 13:42:49,Toblorone,Breadwithtea,0740 2981 9837,Mad Campus,Valor
8/20/2018 17:15:43,Toejamx,Toejamx,4937 1668 9943,"Mad Isthmus, Fitchburg, Oregon",Valor
8/15/2018 11:46:05,tofly1992,tofly1992,6543 4342 6052,"Mad Campus, Mad Near West",Valor
12/28/2018 13:59:09,tokster,tokster,8380 9721 4756,"Mad Isthmus, Mad Near East",Mystic
11/24/2018 9:09:09,Totomeimei,Totomeimei,6836 0103 6189,"Mad Near West, Middleton",Mystic
9/24/2018 21:59:31,TrainerGutsu,Gutsu,3687 9664 5134,"Mad Campus, Mad Far West, Mad Near West, Middleton",Valor
7/24/2018 15:46:34,TransPrinceKy,catdadkaiden,937873286921,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad North",Mystic
7/9/2018 10:47:25,TreDawg05,TreDawg05,1890 1650 3939,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad North, Mad South, Mad Far West, Mad Near West, Cross Plains, DeForest / Windsor, Fitchburg, Janesville, McFarland, Middleton, Monona, Mt. Horeb, Oregon, Stoughton, Sun Prairie, Verona, Waunakee",Mystic
9/6/2018 13:25:53,TRIPSETTE,Tripsette,5861 1161 5002,"Mad Campus, Mad Isthmus, Mad Near East, Mad South, Mad Near West, McFarland, Monona, Stoughton",Valor
11/21/2018 10:39:30,TriStarGirl,Freyja,6591 0009 5557,"Epic, Fitchburg, Verona",Valor
7/9/2018 17:28:54,TrueArete,"TrueArete, Candice Chrystal ",0627 4313 3929,"Mad Far West, Mad Near West, Fitchburg, Sun Prairie",Instinct
9/21/2018 16:13:47,TToddy,Tadao,2846 5151 2693,Mad Campus,Mystic
8/22/2018 17:48:30,TuesdayBadcat,TuesdayBadcat,386797585911,"Mad Isthmus, Mt. Horeb",Instinct
11/10/2018 22:08:08,Tuntura,Gauliscane,2911 6466 0726,"Mad Far East, Mad Near East, Cottage Grove, DeForest / Windsor, Janesville, Monona, Waunakee",Instinct
9/9/2018 12:14:43,TurbulentEddie,TurbulentEddie,1550 5573 6120,"Mad Campus, Mad Far West",Mystic
10/24/2018 9:15:55,Twistaey,Twistaey,4949 0800 5436,"Mad Campus, Epic, Fitchburg",Mystic
6/27/2018 15:53:40,Typo180,Typo180,7021 3615 7283,Mad Isthmus,Mystic
4/14/2019 20:44:21,UltimaPrime,Raymond Campbell,9716 6915 3201,"Mad Campus, Mad Isthmus, Mad Near East, Beloit, Janesville",Valor
7/5/2018 0:05:37,UltimateBoo,UltimateBoo,8092 2737 4445,"Mad South, Mad Near West, Fitchburg, Verona",Valor
8/23/2018 10:01:03,UncleJews,UncleJew,23587805972,"Mad North East, Mad North, Fitchburg",Instinct
8/23/2018 3:23:14,UV Searching,UV_Searching,706366513014,"Mad Campus, Mad Isthmus, Mad Near East, Mad North East, Mad Near West",Mystic
7/28/2018 15:05:53,Vadovas,Vadovas,6032 5472 8829,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad South, Mad Far West, Mad Near West, Cottage Grove, Fitchburg, Middleton, Monona, Sun Prairie, Verona",Instinct
7/3/2018 19:38:43,ValiantNick,Nick,6115 1185 7734,,Instinct
3/6/2019 9:15:39,Versylia,Bubbles,3455 8370 6727,Epic,Valor
6/26/2018 14:34:06,VibrantGoo,VibrantGoo,6666 0016 6647,"Mad Campus, Mad South, Fitchburg",Instinct
12/16/2018 13:12:06,VinceZim,zimmermanvince,621610882834,Mad Campus,Valor
3/27/2019 12:05:40,Vxtels,Voxtels,6112 0738 9420,Mad Campus,Mystic
11/16/2018 1:02:31,Wafflesattacks,Wafflesattacks,5055 7671 7668,"Mad Far East, Cottage Grove",Instinct
9/27/2018 20:26:01,Warhawk788,Cory Sachtjen,216666188927,Mad North,Valor
9/1/2018 20:44:24,Watech4,Watech4,5853 2058 1063,"Mad Isthmus, Mad Near East, Mad Far West, Monona",Mystic
8/29/2018 18:13:03,Waterskier32,Waterskier32,7574 0333 7498,"Mad Campus, Mad Isthmus, Mad Far West, Mad Near West",Mystic
7/16/2018 20:10:51,WesleyANewman,Wesley Newman,545282653932,"Mad Campus, Mad Far West, Mad Near West",Instinct
8/20/2018 18:24:49,William0u0,William2_0,2657 8446 5676,"Mad Campus, Mad Isthmus",Mystic
7/10/2018 10:40:24,Willjust,Willjust,5578 5351 6145,Mad Campus,Instinct
2/5/2019 8:34:42,WillSpencer21,Will Spencer,8327 1198 1648,Mad Campus,Valor
8/10/2018 21:44:20,Winslowmon,Winslowmon,9772 5862 0608,Stoughton,Valor
10/6/2018 8:31:58,wippysnib,wippysnib,102224758936,"Mad Campus, Mad Isthmus, Mad South, Mad Near West",Mystic
7/29/2018 9:56:52,wreckloose13x,wreckloose13x,6865 5551 8685,"Mad Far East, Mad Near East, Mad North East, Sun Prairie, Columbus, WI",Instinct
12/28/2018 14:07:54,Wreckloose13x,Blake Wagner,6865 5551 8685,,Instinct
6/26/2018 15:11:33,XannoymousX,xannoymousx,6098 9590 6200,Deerfield ,Mystic
11/28/2018 9:33:09,xanthehana,Xanthe Rowe,9224 6885 3649,"Mad Isthmus, McFarland, Stoughton",Valor
6/28/2018 13:21:24,xLunaSolusx,Luna,5729 2837 6289,"Mad Campus, Mad Isthmus, Mad North East, Mad Near West, Middleton",Mystic
8/22/2018 6:49:37,xmisterowl,misterowl,0905 5051 2343,Mad Isthmus,Mystic
6/26/2018 16:47:28,xTrashPanda,xTrashPanda,1583 9809 9035,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad North, Mad South, Mad Far West, Mad Near West, DeForest / Windsor, Sun Prairie",Valor
8/25/2018 21:56:32,xXTway07Xx,Michael Tway (FB),786302146441,"Mad Near East, Mad South, Fitchburg, Downtown Madison",Instinct
